ttl,total_len,protocol,t_delta,label
83,1450,tcp,0.00123,BENIGN
64,941,tcp,0.000668,BENIGN
51,1500,tcp,0.000171,BENIGN
128,73,udp,6.7e-05,BENIGN
53,86,tcp,3e-06,BENIGN
64,89,tcp,0.00458,BENIGN
128,71,tcp,0.000135,BENIGN
64,263,udp,2e-06,BENIGN
52,1321,tcp,0.000135,BENIGN
118,2960,tcp,0.000192,BENIGN
52,98,tcp,0.000376,BENIGN
128,70,udp,1.5e-05,BENIGN
240,1500,tcp,0.000192,BENIGN
128,861,tcp,0.000178,BENIGN
118,2960,tcp,0.000192,BENIGN
128,71,udp,0.000143,BENIGN
128,82,udp,2.5e-05,BENIGN
128,72,udp,3.8e-05,BENIGN
64,76,udp,0.014311,BENIGN
118,2960,tcp,2.7e-05,BENIGN
55,1500,tcp,0.000221,BENIGN
128,79,udp,0.000218,BENIGN
64,76,udp,0.019612,BENIGN
237,200,tcp,0.000294,BENIGN
64,2948,tcp,2e-06,BENIGN
64,78,udp,2e-06,BENIGN
128,66,udp,6.1e-05,BENIGN
236,91,tcp,0.006443,BENIGN
57,1500,tcp,2e-06,BENIGN
128,87,udp,0.000168,BENIGN
64,238,tcp,0.000109,BENIGN
128,361,tcp,0.001077,BENIGN
56,1500,tcp,0.000205,BENIGN
53,1500,tcp,0.000429,BENIGN
128,78,udp,0.000142,BENIGN
128,55,udp,0.000556,BENIGN
128,467,tcp,0.002975,BENIGN
118,2960,tcp,2e-05,BENIGN
52,1470,tcp,0.000195,BENIGN
128,63,udp,2e-06,BENIGN
57,2960,tcp,9.8e-05,BENIGN
128,88,udp,0.000222,BENIGN
64,76,udp,0.24484,BENIGN
51,2960,tcp,4.2e-05,BENIGN
128,74,udp,8.5e-05,BENIGN
128,73,udp,0.000202,BENIGN
64,66,udp,0.000169,BENIGN
128,78,udp,6e-06,BENIGN
64,90,udp,5e-06,BENIGN
128,78,udp,1e-06,BENIGN
57,1500,tcp,0.000221,BENIGN
128,73,udp,0.00018,BENIGN
118,1500,tcp,0.000203,BENIGN
245,1500,tcp,0.000592,BENIGN
128,70,udp,0.00047,BENIGN
64,76,udp,0.016212,BENIGN
241,1500,tcp,0.000186,BENIGN
64,937,tcp,0.000724,BENIGN
128,138,tcp,0.004723,BENIGN
128,78,udp,6e-06,BENIGN
128,86,udp,0.000219,BENIGN
64,89,tcp,0.004008,BENIGN
128,238,tcp,0.000411,BENIGN
128,69,udp,3e-06,BENIGN
118,2960,tcp,0.000191,BENIGN
128,76,udp,0.000114,BENIGN
52,1470,tcp,0.00031,BENIGN
64,139,tcp,0.000391,BENIGN
64,76,udp,0.508031,BENIGN
52,1500,tcp,9.1e-05,BENIGN
128,84,udp,0.000347,BENIGN
128,76,udp,0.000201,BENIGN
255,247,udp,6.3e-05,BENIGN
128,74,udp,0.000177,BENIGN
118,1500,tcp,0.000112,BENIGN
64,1500,tcp,1e-06,BENIGN
128,111,udp,0.000172,BENIGN
128,80,udp,0.001586,BENIGN
64,76,udp,4.6e-05,BENIGN
128,80,udp,0.00023,BENIGN
57,1500,tcp,3.2e-05,BENIGN
245,1091,tcp,0.000152,BENIGN
64,76,udp,0.032551,BENIGN
128,78,udp,0.754975,BENIGN
64,126,tcp,0.000215,BENIGN
128,4343,tcp,0.004146,BENIGN
128,203,tcp,0.000188,BENIGN
241,1500,tcp,5.1e-05,BENIGN
128,84,udp,9.8e-05,BENIGN
128,78,udp,0.00017,BENIGN
64,62,udp,4.8e-05,BENIGN
64,78,udp,1e-06,BENIGN
128,86,udp,0.000196,BENIGN
57,1500,tcp,4.6e-05,BENIGN
128,67,udp,5.1e-05,BENIGN
64,985,tcp,0.00014,BENIGN
64,91,tcp,0.00012,BENIGN
128,86,tcp,0.010761,BENIGN
128,70,udp,0.000101,BENIGN
45,1420,tcp,0.000211,BENIGN
64,188,tcp,0.000107,BENIGN
118,2960,tcp,0.000192,BENIGN
128,64,udp,0.003434,BENIGN
128,85,udp,0.000172,BENIGN
118,1172,tcp,5.6e-05,BENIGN
128,92,udp,0.000156,BENIGN
64,2960,tcp,5.6e-05,BENIGN
128,92,tcp,6.5e-05,BENIGN
128,79,udp,0.000216,BENIGN
118,1500,tcp,6.5e-05,BENIGN
51,1500,tcp,9.1e-05,BENIGN
128,87,udp,0.000129,BENIGN
241,1500,tcp,0.000312,BENIGN
128,138,tcp,0.003885,BENIGN
52,1470,tcp,0.00073,BENIGN
128,62,udp,1e-06,BENIGN
64,76,udp,3e-06,BENIGN
64,508,tcp,0.018304,BENIGN
52,1470,tcp,0.00036,BENIGN
128,4202,tcp,0.006832,BENIGN
128,93,udp,0.000187,BENIGN
128,86,tcp,0.000215,BENIGN
128,112,tcp,0.017236,BENIGN
57,1500,tcp,0.000192,BENIGN
242,1500,tcp,0.000199,BENIGN
245,1500,tcp,0.000669,BENIGN
128,84,udp,0.000138,BENIGN
64,78,udp,0.624709,BENIGN
64,7255,tcp,0.000131,BENIGN
128,86,tcp,0.001523,BENIGN
64,5880,tcp,5.3e-05,BENIGN
118,2960,tcp,1e-06,BENIGN
240,1500,tcp,4.5e-05,BENIGN
128,203,tcp,0.001349,BENIGN
128,96,udp,0.0001,BENIGN
57,439,tcp,0.001391,BENIGN
52,1500,tcp,0.000172,BENIGN
128,71,udp,4e-06,BENIGN
128,76,udp,4e-06,BENIGN
118,2960,tcp,0.000192,BENIGN
64,76,udp,3e-06,BENIGN
64,76,udp,0.005743,BENIGN
64,145,tcp,0.012555,BENIGN
128,65,udp,0.00225,BENIGN
128,76,udp,3.5e-05,BENIGN
128,79,udp,0.000232,BENIGN
108,253,tcp,0.05121,BENIGN
128,708,tcp,0.000111,BENIGN
64,489,tcp,5.8e-05,BENIGN
128,403,tcp,0.015525,BENIGN
128,82,udp,0.000192,BENIGN
52,1470,tcp,1.7e-05,BENIGN
55,1500,tcp,0.000151,BENIGN
128,870,tcp,0.00455,BENIGN
128,59,udp,0.000174,BENIGN
242,298,tcp,0.003163,BENIGN
64,508,tcp,0.016957,BENIGN
128,67,udp,0.000189,BENIGN
52,786,tcp,0.020705,BENIGN
128,78,udp,1e-06,BENIGN
255,180,udp,4e-06,BENIGN
64,78,udp,2e-06,BENIGN
64,455,tcp,4.7e-05,BENIGN
128,79,udp,0.000128,BENIGN
118,2960,tcp,5.4e-05,BENIGN
118,2960,tcp,4.2e-05,BENIGN
128,70,udp,0.000156,BENIGN
64,1500,tcp,1e-05,BENIGN
128,83,udp,0.000168,BENIGN
128,71,udp,0.000109,BENIGN
108,109,tcp,3e-06,BENIGN
64,105,tcp,1e-06,BENIGN
64,78,udp,0.028531,BENIGN
128,584,tcp,8.7e-05,BENIGN
83,1149,tcp,1.2e-05,BENIGN
64,1420,tcp,3e-06,BENIGN
54,1500,tcp,0.000555,BENIGN
128,85,udp,0.000168,BENIGN
128,1147,tcp,0.002455,BENIGN
128,84,udp,0.000192,BENIGN
128,75,udp,4e-06,BENIGN
128,166,tcp,0.004668,BENIGN
64,76,udp,0.065245,BENIGN
128,75,udp,0.000196,BENIGN
128,67,udp,0.00016,BENIGN
64,76,udp,0.006179,BENIGN
128,199,tcp,0.012134,BENIGN
128,72,udp,0.000159,BENIGN
128,76,udp,0.000128,BENIGN
128,76,udp,3e-06,BENIGN
118,1500,tcp,0.000116,BENIGN
128,91,tcp,0.000446,BENIGN
128,76,udp,0.000159,BENIGN
128,74,udp,0.000166,BENIGN
128,74,udp,4.9e-05,BENIGN
128,927,tcp,0.003839,BENIGN
64,76,udp,0.722197,BENIGN
55,2676,tcp,1.9e-05,BENIGN
64,76,udp,0.008979,BENIGN
128,553,tcp,2.6e-05,BENIGN
57,1368,tcp,0.000169,BENIGN
64,77,udp,3e-06,BENIGN
64,61,udp,0.013245,BENIGN
64,69,udp,4e-06,BENIGN
128,89,udp,0.000175,BENIGN
128,59,udp,3e-06,BENIGN
64,90,tcp,7.7e-05,BENIGN
128,78,udp,0.001718,BENIGN
128,88,udp,0.00016,BENIGN
128,68,udp,1e-05,BENIGN
64,319,tcp,0.011388,BENIGN
128,1076,tcp,0.002565,BENIGN
64,76,udp,0.744931,BENIGN
55,1500,tcp,0.0,BENIGN
51,1500,tcp,0.000172,BENIGN
52,1470,tcp,0.013474,BENIGN
52,2900,tcp,8.2e-05,BENIGN
53,1500,tcp,0.034539,BENIGN
128,73,udp,0.000245,BENIGN
128,75,udp,0.000104,BENIGN
128,227,tcp,0.002721,BENIGN
128,92,udp,8.3e-05,BENIGN
128,77,udp,1.4e-05,BENIGN
128,582,tcp,0.020511,BENIGN
118,1500,tcp,0.000172,BENIGN
128,148,tcp,0.003604,BENIGN
64,76,udp,5e-06,BENIGN
128,86,udp,0.000192,BENIGN
64,76,udp,3e-06,BENIGN
52,1470,tcp,0.00022,BENIGN
47,4420,tcp,3.2e-05,BENIGN
64,76,udp,0.021623,BENIGN
51,1500,tcp,0.00019,BENIGN
51,111,tcp,3e-06,BENIGN
128,63,udp,0.002363,BENIGN
128,991,tcp,0.00619,BENIGN
54,1500,tcp,2.9e-05,BENIGN
118,2960,tcp,1e-06,BENIGN
128,74,udp,0.000128,BENIGN
52,2960,tcp,6.8e-05,BENIGN
64,78,udp,0.000126,BENIGN
64,105,tcp,0.001088,BENIGN
64,58,tcp,0.036397,BENIGN
118,2960,tcp,1.3e-05,BENIGN
128,78,udp,0.04993,BENIGN
128,62,udp,3e-06,BENIGN
64,76,udp,0.954415,BENIGN
64,76,udp,0.237792,BENIGN
128,95,udp,0.00027,BENIGN
118,2960,tcp,0.000192,BENIGN
241,1500,tcp,0.000439,BENIGN
128,72,udp,0.000198,BENIGN
128,79,udp,8e-05,BENIGN
63,86,tcp,3e-06,BENIGN
64,737,tcp,0.010992,BENIGN
64,76,udp,0.040321,BENIGN
64,1133,tcp,0.001059,BENIGN
64,76,udp,0.114219,BENIGN
54,2960,tcp,0.0001,BENIGN
255,100,udp,5e-06,BENIGN
128,80,udp,0.000109,BENIGN
64,1052,tcp,6e-05,BENIGN
128,79,udp,7e-06,BENIGN
64,76,udp,9.6e-05,BENIGN
128,82,udp,0.000165,BENIGN
128,75,udp,0.0001,BENIGN
128,78,udp,0.00015,BENIGN
128,83,udp,0.000228,BENIGN
56,1500,tcp,9.6e-05,BENIGN
64,63,udp,0.002144,BENIGN
128,148,tcp,4e-06,BENIGN
64,76,udp,0.032664,BENIGN
52,1470,tcp,0.000258,BENIGN
128,87,udp,0.000111,BENIGN
64,98,tcp,1.8e-05,BENIGN
128,83,udp,0.000241,BENIGN
53,2888,tcp,0.00019,BENIGN
128,203,tcp,0.000243,BENIGN
64,76,udp,0.041224,BENIGN
52,1470,tcp,0.000594,BENIGN
128,86,tcp,0.392048,BENIGN
128,114,udp,0.000133,BENIGN
128,77,udp,4.8e-05,BENIGN
128,261,tcp,0.064995,BENIGN
128,80,udp,8.2e-05,BENIGN
128,71,udp,0.000176,BENIGN
128,75,udp,0.000843,BENIGN
118,4420,tcp,0.000192,BENIGN
128,57,udp,0.003105,BENIGN
53,1500,tcp,0.000226,BENIGN
128,67,udp,0.000189,BENIGN
54,2960,tcp,2.6e-05,BENIGN
128,77,udp,6.3e-05,BENIGN
64,243,tcp,0.000162,BENIGN
64,393,tcp,0.000135,BENIGN
128,77,udp,3.5e-05,BENIGN
64,78,udp,2e-06,BENIGN
64,312,tcp,5e-05,BENIGN
128,74,udp,0.000187,BENIGN
64,72,udp,0.00013,BENIGN
64,76,udp,0.004289,BENIGN
128,64,udp,0.000212,BENIGN
128,67,udp,0.000116,BENIGN
128,78,udp,0.016297,BENIGN
64,60,udp,3.9e-05,BENIGN
128,96,udp,4.9e-05,BENIGN
64,513,tcp,6.3e-05,BENIGN
64,1117,tcp,0.004437,BENIGN
118,2960,tcp,0.000117,BENIGN
118,1500,tcp,0.000123,BENIGN
128,82,udp,0.000168,BENIGN
64,76,udp,0.000192,BENIGN
64,112,tcp,3e-06,BENIGN
128,78,udp,6e-06,BENIGN
57,2960,tcp,4.8e-05,BENIGN
118,2960,tcp,5.8e-05,BENIGN
128,488,tcp,0.001268,BENIGN
64,90,udp,4e-05,BENIGN
64,180,tcp,4.9e-05,BENIGN
64,58,tcp,0.001123,BENIGN
52,1470,tcp,0.000257,BENIGN
64,688,tcp,6e-05,BENIGN
64,76,udp,0.000993,BENIGN
128,92,udp,0.00019,BENIGN
118,1500,tcp,0.000119,BENIGN
64,90,udp,0.000204,BENIGN
118,2960,tcp,6.1e-05,BENIGN
128,574,tcp,0.034124,BENIGN
128,73,udp,0.000164,BENIGN
128,2121,tcp,4.9e-05,BENIGN
128,75,udp,4e-06,BENIGN
64,60,udp,8.5e-05,BENIGN
83,1450,tcp,0.000378,BENIGN
128,74,udp,0.000121,BENIGN
118,2960,tcp,9.9e-05,BENIGN
51,2948,tcp,9.4e-05,BENIGN
128,71,udp,0.00021,BENIGN
128,67,udp,3e-06,BENIGN
128,78,udp,0.000153,BENIGN
128,77,udp,0.000215,BENIGN
118,2960,tcp,0.000192,BENIGN
128,81,udp,0.000149,BENIGN
128,73,udp,0.000253,BENIGN
64,76,udp,6e-06,BENIGN
64,76,udp,0.377148,BENIGN
128,69,udp,0.000118,BENIGN
64,76,udp,0.00284,BENIGN
128,86,udp,0.000174,BENIGN
118,1500,tcp,0.000143,BENIGN
64,62,udp,9e-06,BENIGN
55,1022,tcp,1.5e-05,BENIGN
128,78,tcp,0.000368,BENIGN
64,259,tcp,0.000172,BENIGN
54,1500,tcp,0.000151,BENIGN
128,86,tcp,0.000239,BENIGN
64,74,tcp,3.1e-05,BENIGN
64,76,udp,0.000411,BENIGN
57,1500,tcp,0.000643,BENIGN
128,81,udp,0.000123,BENIGN
64,76,udp,0.953985,BENIGN
64,78,udp,2e-06,BENIGN
128,72,udp,0.000157,BENIGN
128,1500,tcp,1.5e-05,BENIGN
128,72,udp,0.000178,BENIGN
57,1500,tcp,0.000329,BENIGN
128,71,udp,0.001069,BENIGN
64,103,tcp,0.000805,BENIGN
53,1500,tcp,0.000172,BENIGN
55,2948,tcp,9.5e-05,BENIGN
51,2948,tcp,9.4e-05,BENIGN
128,86,udp,0.000142,BENIGN
64,77,tcp,0.000132,BENIGN
128,64,udp,0.000295,BENIGN
64,76,udp,0.06741,BENIGN
128,79,udp,0.000174,BENIGN
52,2900,tcp,8.2e-05,BENIGN
245,1500,tcp,0.000336,BENIGN
128,69,udp,9.1e-05,BENIGN
52,1470,tcp,0.000163,BENIGN
128,72,udp,4e-06,BENIGN
128,78,udp,0.00012,BENIGN
128,76,udp,3.4e-05,BENIGN
64,76,udp,0.004311,BENIGN
128,69,udp,0.000221,BENIGN
128,78,udp,8.3e-05,BENIGN
128,73,udp,0.000216,BENIGN
240,1420,tcp,0.000109,BENIGN
128,944,tcp,0.00305,BENIGN
118,1500,tcp,0.000556,BENIGN
52,2948,tcp,0.000192,BENIGN
128,442,tcp,0.000277,BENIGN
118,1500,tcp,7.2e-05,BENIGN
128,183,tcp,0.009934,BENIGN
128,79,udp,0.000162,BENIGN
64,76,udp,0.020008,BENIGN
128,67,udp,0.00022,BENIGN
128,387,tcp,3.2e-05,BENIGN
64,76,udp,0.007073,BENIGN
64,244,udp,2e-06,BENIGN
128,94,udp,0.000226,BENIGN
128,72,udp,0.000171,BENIGN
57,1500,tcp,0.000121,BENIGN
118,2960,tcp,0.000114,BENIGN
128,78,udp,6e-06,BENIGN
128,76,udp,0.000165,BENIGN
245,1500,tcp,4e-06,BENIGN
54,1500,tcp,0.000569,BENIGN
64,76,udp,0.011487,BENIGN
128,83,udp,4.7e-05,BENIGN
49,1500,tcp,0.000145,BENIGN
118,1500,tcp,0.000121,BENIGN
48,1500,tcp,0.000222,BENIGN
128,122,udp,0.000186,BENIGN
118,1500,tcp,7.3e-05,BENIGN
64,76,udp,0.116971,BENIGN
236,91,tcp,0.010979,BENIGN
64,76,udp,0.012402,BENIGN
64,76,udp,5e-06,BENIGN
244,1373,tcp,0.005097,BENIGN
